split,index
train,711054
train,1055273
train,738115
train,1137045
train,490126
train,532005
train,1124213
train,643282
train,884626
train,521388
train,1115582
train,1037782
train,1228845
train,901070
train,703591
train,1300000
train,621590
train,613188
train,1127596
train,1368940
train,1286939
train,642006
train,1034749
train,755269
train,1101703
train,1143582
train,702544
train,1055394
train,773928
train,899794
train,1050964
test,1095223
train,683296
train,1361477
train,1319369
train,722960
train,1182657
test,1220500
train,1096226
train,810559
train,890345
train,409414
train,1362645
train,1312135
train,520233
train,793297
train,1307705
train,1391692
train,1376645
test,1061867
train,933392
train,1252536
train,1235503
train,1350981
train,1395075
train,475092
train,1182549
train,901083
train,1140441
train,972238
train,335936
train,491307
train,1324859
train,1353390
train,1391813
train,1068239
train,1064038
train,971420
train,773941
train,610168
train,891405
train,1042575
train,1321826
train,1109529
train,519307
train,475213
train,1262685
train,825848
train,1344457
train,703954
train,422488
train,821418
train,857110
train,1293947
train,1050159
train,1251610
train,890358
train,369534
train,764263
train,1158992
train,875540
train,957312
train,1866
train,41759
train,436488
train,1270269
train,71035
train,1267825
train,866680
train,663014
train,1099851
train,303748
train,736384
train,341426
train,736155
train,368716
train,1082589
train,1124468
train,790277
train,1264792
train,978896
train,1052266
train,1207637
train,1241114
train,1043635
train,1316470
train,1152697
train,352393
train,705243
train,663135
train,745136
train,616826
train,623013
train,1292792
train,1330470
train,1227235
train,349360
train,1147220
train,664074
train,783753
train,934923
train,1214174
train,1369545
train,1088079
train,970386
train,12725
train,963970
train,1230389
train,77464
train,516287
train,785150
train,1219772
train,665242
train,421454
train,933876
train,971554
train,648209
train,1248590
train,1124710
train,960937
train,1275880
train,1076186
train,1235758
train,1269235
train,1107448
train,1302712
train,1218725
train,819566
train,647162
train,42122
train,478730
train,436622
train,988937
train,1385652
train,1257571
train,1337128
train,1213248
train,1282417
train,1084938
test,1366569
train,763579
train,605993
train,1271571
train,947997
train,1302833
train,1174523
test,26193
train,494127
train,340742
train,338527
train,773378
train,1090307
train,1168107
train,1373988
train,1272739
train,1150845
train,1095905
test,1341844
train,700947
train,1013904
train,1213369
train,1377142
train,1169046
train,910440
train,1225154
train,702344
train,773499
train,378541
train,1241369
train,836023
test,636723
train,1068736
train,825177
train,694652
train,852009
test,615031
train,931795
train,1158550
train,956870
train,713082
train,782251
train,506972
train,939608
train,1210228
train,773391
train,88794
train,722881
train,764760
train,962239
train,1035609
train,1113180
train,911500
train,155519
train,1060226
train,419723
train,1171503
train,493093
train,335507
train,931916
train,686142
test,642213
train,715418
train,954776
train,874761
train,1229826
train,1234027
test,1227776
train,702357
train,464985
train,301212
train,899607
train,939500
train,853298
train,1220966
train,1164040
train,1334458
train,1376337
train,1235195
train,321628
train,1075394
train,1268672
train,1308336
train,745633
train,1301920
train,1331196
train,1169409
train,1238578
train,448891
train,201131
train,1274041
train,480153
train,1149932
train,234379
train,1181423
train,431629
train,1189825
train,662585
train,979514
train,735955
train,813526
train,450288
train,964696
train,1246162
train,1079945
train,397334
train,1069328
train,829741
train,1106777
train,1102576
train,1140254
train,382058
train,98606
test,140879
train,337964
train,1085543
train,409119
train,365025
train,675538
train,986280
train,1381009
train,303669
train,899849
train,383226
train,809217
train,1075865
test,1158031
train,1260283
train,692921
train,455549
train,1356284
train,791137
train,1389532
train,1347424
train,711122
train,1183651
train,381361
train,1132912
train,326421
train,1124281
train,323977
test,603622
train,672626
train,237775
train,874077
train,1306484
train,1386499
train,978938
train,504194
train,735150
test,901303
train,1329344
test,1207615
train,999354
train,1119033
train,955031
train,1309867
test,720039
train,1106201
train,1385452
train,1185758
train,1379036
train,900091
train,782398
train,1290619
train,1321881
train,926923
train,1233235
train,947568
train,789982
train,666102
train,1364928
train,928091
train,961797
train,1039368
test,1205521
train,1280941
train,719995
train,478422
train,1110523
train,1068415
train,1108308
train,1265894
train,749042
train,782748
train,1381143
train,1383358
train,140030
train,971367
train,847487
train,137586
train,650008
train,1164416
train,643592
train,683485
train,521698
train,601484
train,1200108
test,1120258
train,1109476
train,353495
train,792318
train,1111462
train,1273249
train,622129
train,703901
train,491604
train,1169785
train,445295
train,800131
train,1352217
train,436435
train,908735
train,505604
train,383710
train,1135261
train,1126859
train,965072
train,608021
train,326555
train,918534
train,874440
train,1388848
train,907917
train,666344
train,810869
train,926118
train,1280954
train,1234645
train,1066442
train,1297169
test,860726
train,971609
train,692129
train,1282122
train,129197
train,1395385
train,838869
train,918655
train,517510
train,353737
train,672881
train,674867
train,1111933
train,1353277
train,932884
train,1333800
train,531739
train,617712
train,932655
test,1190837
train,394569
train,383952
train,66794
train,902561
train,616894
train,1211088
train,215520
train,1086979
train,1036240
train,1231504
train,114271
train,859635
train,737741
train,972898
train,1287841
train,758157
train,516584
train,791634
train,505967
train,1060268
train,1095731
train,931958
train,530813
train,652478
train,1198148
train,721418
train,1191732
train,236286
train,1262887
train,504691
train,979206
train,617954
train,691553
train,1050361
train,407872
train,1241424
test,643194
train,1314794
train,520906
test,1317174
train,1224162
train,1106469
train,663445
train,1221947
train,1139946
train,1381519
train,379764
train,734600
train,293562
train,368918
train,326810
train,366703
train,522074
train,719553
train,1196054
train,1317948
train,1393533
train,813339
train,890910
train,867461
train,745567
train,703459
train,455470
train,535256
train,656921
train,1131436
train,411147
train,406946
test,1169508
train,961018
train,713029
train,1225451
train,502718
train,735889
train,775782
train,1363560
train,1323438
train,1315036
train,1277129
train,1308620
train,1270713
train,594518
train,1348513
train,1064832
train,350730
train,1377560
train,900830
train,1297545
train,493269
train,692734
train,650626
train,367174
train,1087463
train,1316204
train,236649
train,74633
train,782090
train,1130739
train,849273
train,693673
train,13277
train,1235371
train,1352835
train,1388527
train,783487
train,1140309
train,621471
train,25062
test,934593
train,493161
test,1291415
train,1202833
train,1074752
train,604209
train,954844
train,236541
train,666962
train,1219277
test,1369183
train,450235
train,1048630
test,494494
train,882642
train,445805
train,1046415
train,1306418
train,1102752
train,1346311
train,504128
train,1127598
train,810440
train,1284955
train,1167262
train,1368942
train,602344
train,1110336
train,673499
train,431926
train,866548
train,425510
train,820239
train,1057382
train,612143
train,1050966
train,651807
train,1038134
train,1153612
train,756668
train,867716
train,1140551
train,420262
test,653369
train,409416
train,782682
train,1183598
train,662774
train,1095410
train,607834
train,595002
train,34056
train,1340137
train,1377815
train,701620
train,1253706
train,335938
train,1360782
test,522736
train,627203
train,900267
train,900038
train,139856
test,620952
train,337106
train,891636
train,603754
test,885385
train,870173
train,1342473
train,433107
train,1338043
train,1174270
train,1180457
train,420275
train,1253827
test,1373900
train,1207518
train,804158
train,39546
train,71037
test,157404
train,665231
train,902374
train,1053544
test,623288
train,1372688
train,893743
train,1359856
train,326610
train,801125
train,326381
train,1397305
train,517444
train,353442
train,1138699
train,1214284
test,1222851
train,970496
train,409779
train,970267
train,1167746
train,1318916
train,866803
train,663137
train,978080
test,1228220
train,383657
train,1011557
train,1301425
train,1335131
train,1210793
train,1286378
train,1372580
train,956617
train,1118175
train,322301
train,956388
train,1076067
train,1153867
train,664305
train,979248
train,502518
train,424718
train,737675
train,1373748
train,1369547
train,1112927
train,516518
train,392638
train,1268298
train,350530
train,1146175
train,368731
train,643781
train,1002818
train,1319976
train,1076188
train,874508
train,1304929
train,987771
test,792672
train,704090
train,1245559
train,1083772
train,1119464
train,955462
train,946831
train,1337359
train,1175572
train,1133464
train,1293036
train,534840
train,1242526
train,925368
train,408745
train,1160525
train,1162511
train,1202404
train,1233895
train,1349144
train,1340742
train,1145249
train,941583
train,1176740
train,809072
train,684963
train,44231
train,436974
train,1192726
train,350772
train,909274
train,623607
train,785165
train,1144202
train,379590
train,91937
train,646238
train,1276124
train,1078645
train,1238217
train,673070
train,1298755
train,782132
train,1338419
train,1372125
train,338650
train,491806
train,605069
train,600868
train,516652
train,153414
train,1104659
test,1337766
train,701070
train,1249184
train,692439
train,1280446
train,644144
train,1082967
train,1238338
train,1364433
train,1233908
train,1347400
train,622681
train,365832
train,909516
train,193428
train,1304245
train,1262137
train,734668
train,337724
train,1322675
test,646645
train,763715
train,877207
train,1114350
train,1225398
train,782374
train,32580
train,1248258
train,691742
train,693728
train,853300
train,611727
train,1294338
train,1155411
train,1071424
train,397215
train,474786
train,947315
train,1184458
train,1306352
train,783313
train,1215949
train,1096041
train,615110
train,971932
train,407014
train,646372
train,1194257
train,1309735
train,1343212
train,626895
train,425215
train,773635
train,1246164
train,1046470
train,1317319
train,1271010
train,625848
train,812710
train,892496
train,1043437
train,209656
train,877449
test,1362746
train,757541
train,1103746
train,866374
train,70500
train,902066
train,1139438
train,1217009
train,891449
train,1172686
train,1286178
train,1042390
train,645446
train,1352903
train,225053
test,1300343
train,932281
train,1360487
train,883757
train,1154606
train,1387548
train,198931
train,432102
train,826831
train,1101881
train,820415
train,1341010
train,1093250
train,935664
train,337040
train,610104
train,891341
train,809340
train,1044497
train,1243962
train,962496
train,838616
train,519243
train,792307
train,874079
train,947678
train,1105035
train,1107021
train,1189022
train,821354
test,1262786
train,378101
train,810508
train,890294
train,327362
test,802271
train,1188204
train,631688
train,629473
train,1064095
train,1267761
train,931584
train,410531
train,1323869
train,1279775
train,962617
train,754750
train,823690
train,663889
train,823461
train,1094310
train,378222
train,493700
test,1103106
train,651057
train,890415
train,955383
train,365161
train,1152633
train,633795
train,150878
train,1188096
train,1217372
train,1219358
train,662842
train,971598
train,969383
train,1162432
train,885167
train,1284097
train,45199
train,918644
train,876536
train,519485
train,1191479
train,1344635
train,1302527
train,1098861
test,1185228
train,1172231
train,1369481
train,1201278
train,1314541
train,1299494
train,1295064
train,1097585
train,652346
train,1326326
train,1082767
train,293080
train,1124646
train,801072
train,1267185
train,533835
train,613621
train,606976
train,1314662
train,1073089
test,1354491
train,1104122
train,1377186
train,364585
train,628560
train,775529
train,458371
train,1291923
test,1096824
train,1325400
train,407632
train,243630
train,397015
test,955682
train,474357
train,1062364
train,421632
test,934219
train,490801
train,1282245
train,366692
train,710682
train,349430
train,145764
train,899530
train,1143089
train,338813
train,1174580
train,1376260
train,1159533
train,1193010
train,596601
train,478908
train,753958
train,1272567
train,1110780
train,1274782
train,144717
train,379874
train,978269
train,1135855
train,692602
train,1087331
train,1364367
train,326920
train,406706
train,757341
train,1152070
train,1351306
train,826281
train,349551
train,822080
train,1334273
train,1092700
train,139240
train,531983
train,924497
train,1163855
train,1392596
train,4514
train,1037531
train,395042
train,1197103
train,909221
train,1383736
train,867113
train,940712
train,381981
train,100515
train,1324595
train,803771
train,681877
train,1116270
train,433888
train,626937
train,948067
train,1305118
train,979558
train,702293
train,1141116
train,939436
train,1334165
train,611661
train,767032
train,890912
train,924389
train,947249
train,1268379
train,1257762
train,1377441
train,335793
train,409163
train,449056
train,490935
train,681998
train,925557
train,1123036
train,522197
train,1034619
train,519982
train,393887
train,1183345
train,1099129
train,494318
train,693783
train,1172499
train,1281561
train,884617
train,1069264
train,1186728
train,909463
train,949356
train,1299991
train,1217990
train,701367
train,56434
train,969772
train,1087465
train,799583
train,1278299
train,1116512
train,474023
train,1343423
test,627115
train,651796
train,1283897
train,1035908
train,1355052
train,1115465
test,1348801
train,350853
train,228959
train,772643
train,1358435
train,369283
test,451449
train,682240
test,1318478
train,1190003
train,1229896
train,1185573
train,902121
train,502962
train,534453
train,616225
train,614239
train,891275
train,968846
train,884859
train,1193386
train,1380019
train,1302219
train,1140432
test,703989
train,650870
train,766119
train,1354126
test,1198920
train,791194
train,1187909
train,1263494
train,629178
train,301632
train,612145
train,1281924
train,1281695
train,1078029
train,876349
train,1275279
train,1054351
train,457942
train,1136123
test,1176410
train,1249615
train,644575
train,1081183
train,1316340
train,1072781
train,1230138
train,1267816
train,746992
train,106260
train,694267
train,337216
train,1330569
train,927209
train,248799
train,1313307
train,956256
test,1155886
train,701622
train,1253937
train,323337
train,877638
train,799838
train,877409
train,711421
train,1305615
train,828885
train,736267
train,1095304
train,534587
train,1128781
train,1084687
train,756912
train,987639
train,431123
train,153858
train,111750
train,857114
train,934685
train,489446
train,682495
train,1278675
train,1230380
train,755636
train,31146
train,110932
train,747005
train,1175440
train,1295119
train,1297105
train,1297334
train,692294
train,335243
train,971545
train,53777
train,1038499
train,989975
train,475338
train,702093
train,1134500
train,1329764
train,1279025
train,449445
test,848769
train,1081546
train,747355
train,908913
train,1215454
train,900282
train,1252903
train,1326273
train,1124593
train,801248
train,324518
train,723448
train,868202
train,819678
train,701985
train,1096714
train,979021
train,934927
train,1136607
train,1220594
train,1333857
train,1365348
test,649425
train,367565
train,800201
train,474641
train,818631
train,931894
train,335485
train,1368502
test,1087430
train,925249
train,1158420
train,790523
train,507071
train,1302716
train,939478
train,664199
train,933062
train,1367455
train,407808
train,1279038
train,350653
train,978095
train,1125064
test,1362372
train,202866
train,1393469
train,1189574
train,1147466
train,1245682
train,964216
train,955585
train,392882
train,1180125
train,62892
train,384022
train,701180
train,900645
train,1282542
train,1122741
test,1284693
train,874981
train,710979
train,1063600
train,1141171
train,1176863
train,1138956
train,1374113
train,458560
train,1365711
train,1281495
train,445728
train,1387077
train,521084
train,1073170
train,1348220
train,1222125
train,1339589
train,1293280
train,890149
train,1051707
train,883504
train,1074567
train,1145722
train,1065707
train,979505
train,1094983
train,1050889
train,693838
train,1208246
train,1372019
train,926780
train,764993
train,716469
train,1146890
train,869625
train,989304
train,1386019
test,1180532
train,382049
train,925733
train,927719
train,1162876
train,799638
train,1278354
train,322679
train,1313817
train,673314
train,1187722
train,148289
train,1376570
train,939733
train,1174890
train,420895
train,1332247
train,490064
train,846886
train,1362826
train,756483
train,1069211
train,395002
train,1182474
train,1218166
train,1224353
train,145027
train,1306354
train,422063
train,694898
train,247444
train,446909
train,721959
test,910972
train,507447
train,72596
train,782268
train,1372261
train,492400
train,693851
train,1086594
train,252813
train,448077
train,532064
train,962485
test,1122451
train,1204058
train,1191226
train,1233105
train,395123
train,745758
train,823329
train,380305
train,613247
train,932391
train,1247334
train,1245119
train,1043439
train,1242904
train,10193
train,1081117
train,791249
train,1562
train,917115
train,1307643
train,1349751
train,822511
train,1177347
test,747091
train,1259119
train,1370396
train,536615
train,811665
train,1166501
train,1046593
train,326304
train,603340
train,716832
train,756496
train,1224824
train,1226810
train,789973
train,1262273
train,653261
train,1247455
train,369580
train,196947
train,1385335
train,1181669
train,940096
train,1261226
train,339486
train,1214917
train,971358
train,1046943
train,1374489
train,1086607
train,1160206
train,1200099
train,916418
train,519474
train,1153561
train,1271254
train,153792
train,819141
train,1094191
train,1171991
train,533474
train,728738
train,644751
train,367486
train,608830
train,325378
train,1283039
train,1325147
train,877464
train,394547
train,988741
train,152974
train,866847
train,1072728
train,1196608
train,507581
train,503380
train,1215267
train,776215
train,891693
train,931586
train,1078326
train,324331
train,756967
train,954217
test,1277956
train,1344516
train,1061064
train,1336114
train,1260300
train,1253884
train,611395
train,1046017
train,1369362
train,407500
train,682550
train,1205360
train,321298
train,1236851
train,673919
train,747289
train,1139803
test,1226170
train,784738
train,1261468
train,1255052
train,1082648
train,1042526
train,1191481
train,710550
train,1226944
train,504440
train,1252019
train,422439
train,649194
train,1203495
train,1318973
train,449500
train,325620
train,520655
train,875491
train,478547
train,625516
train,745195
train,826967
train,534884
train,1166756
train,725718
train,368667
train,326559
train,916552
test,599788
train,1147508
train,1195803
train,433406
train,1300664
train,1182971
train,735517
train,1331697
train,1243280
train,802242
train,946996
train,791396
train,60261
train,335311
train,927519
train,133631
train,1370543
train,324694
train,87322
train,1393403
train,398064
train,477850
train,1273495
train,397835
train,433527
train,947935
train,710563
test,988222
train,383017
train,664254
train,340909
test,1105686
train,1216569
train,613744
train,932888
train,970566
train,533729
train,1371711
train,321432
train,596482
train,711960
train,955519
train,987010
train,1039506
train,1104474
train,621328
train,1295308
train,493018
train,532911
train,534897
train,1211092
train,1290878
train,681637
train,1076366
train,1387108
train,1309308
train,1061319
train,1287845
train,613636
train,609435
train,397138
train,1274784
train,436802
test,1111176
train,1144488
train,1133642
train,776591
train,1167119
train,1282597
train,726081
train,393876
train,116611
train,1187535
train,1298812
train,185780
train,735880
train,1369967
test,1376548
train,492092
train,50825
train,325875
train,1153240
train,1035547
train,1157441
train,355151
train,716174
train,1392598
train,1383738
train,461998
train,1089440
train,925667
train,369151
train,1322611
train,1328798
test,648567
train,763651
train,1358074
train,1034500
train,74853
train,1225563
train,1343027
train,782310
train,828390
train,1134931
train,926835
train,1208072
train,611663
train,829787
train,1384088
train,909344
train,226962
train,1095977
train,613060
train,411380
train,451044
train,875049
train,1076500
train,1114407
train,828740
train,353996
train,866418
train,1103561
train,899666
train,729477
train,884848
train,968835
train,1084313
train,1124206
train,1119776
train,829908
train,328
train,672322
train,789786
train,869801
train,909694
train,955774
train,978634
train,1054219
train,1104729
train,380010
train,1087696
train,1291362
train,917049
train,1227791
train,711168
train,587288
train,1345255
train,1387363
train,1338839
train,1378732
train,893600
train,1090850
train,1038125
train,758645
train,601059
train,1237361
train,1390746
train,351084
train,392963
train,745813
train,424454
train,619718
train,1102864
train,1262436
train,772874
train,1171804
train,1377685
train,1005816
train,1238758
train,801921
train,961493
train,1039064
train,755612
train,1185804
train,627073
train,662765
train,1141481
train,1301053
train,1164112
train,324144
train,918338
train,800645
train,78370
train,907721
train,745934
train,947385
train,1132032
train,1052017
train,1325081
train,1364974
train,728443
train,1041400
train,1036970
train,1267926
train,910875
train,1141831
train,746873
train,383635
train,381420
train,421313
train,1288342
train,1357511
train,1319604
train,1122125
train,1189308
train,1386558
train,1388544
train,987399
train,504253
test,617910
train,533529
train,1205523
train,810565
train,1203079
train,961506
train,793532
train,1194448
train,713517
train,190707
train,828995
train,704886
test,1183996
train,738363
train,971534
train,969319
train,179632
train,448495
train,883117
train,1130877
train,1242154
train,1330342
train,838794
train,800887
train,397756
train,918580
train,956258
test,355813
train,978889
test,1201379
train,877640
train,1234462
train,745129
train,824915
train,1106152
train,146505
train,1059843
train,692175
train,324507
train,1237845
train,1193751
train,1353094
train,1105334
train,1225013
train,790162
train,506710
train,1296168
train,338507
train,340493
train,615543
train,1050394
train,1090058
train,684712
train,1278906
train,1192704
train,394615
train,436494
train,829237
train,860499
train,1055763
train,381554
train,339446
train,335245
train,962916
train,1187227
train,744203
train,506831
train,1218718
train,1279972
train,1212073
train,934808
train,533663
train,764619
train,642725
train,1281013
train,955453
train,869251
train,711665
train,425998
train,1099978
train,1137885
train,1217442
train,1015762
train,58101
test,299839
train,14007
train,1084931
train,446414
train,1113978
train,828082
train,65685
test,824046
train,1096716
train,1170086
train,964205
train,886405
train,436965
train,955574
train,1192717
train,909265
train,1310410
train,867157
train,869143
test,823228
train,734646
train,934111
train,448750
train,1282302
train,368735
train,200532
train,1305162
train,351702
train,1149562
train,1340625
train,744216
train,620336
train,422857
train,502643
train,1294087
train,1369672
train,892942
train,336426
train,1126113
train,1232960
train,1270638
train,869493
train,701290
train,860862
train,1377256
train,1133697
train,1328732
train,650322
train,1198436
test,606393
train,202868
train,1072112
train,1385069
test,154738
train,620457
train,420763
train,620228
train,737692
train,773613
train,649504
train,1172543
train,15188
train,962232
train,365823
train,1396854
train,682752
train,1077481
train,201821
train,1312638
train,1228422
train,432548
train,1104542
train,1343900
train,505918
train,421931
train,621396
train,934124
train,608564
train,650443
train,1278343
train,326869
train,1118542
train,1278114
train,755075
train,1109911
train,1263067
train,336897
train,338883
train,531932
train,250466
train,410038
train,754028
train,1308329
test,712314
train,1304128
train,902983
train,1094046
train,692672
train,772458
train,606470
train,125539
train,325004
train,644148
train,518053
train,799519
train,954661
train,1038877
train,393944
train,1387297
train,143740
train,616269
train,1212449
train,1252342
train,1046461
train,645316
train,764995
train,964460
train,1157738
train,874057
train,517006
train,953843
train,392897
train,783425
train,818888
train,377850
train,489127
train,1282557
train,681947
train,517945
train,190399
train,391850
train,702592
train,341340
train,303433
train,534160
train,882809
train,1042381
train,128814
train,1235430
train,754270
train,867533
train,1342048
train,625960
test,1382106
train,180721
train,1251645
train,411448
train,493220
train,1049736
train,518295
train,1307753
train,711344
train,866486
train,614296
train,1361646
train,521449
train,1119844
train,745760
train,1331552
train,653142
train,810499
train,613020
train,409354
test,609213
train,646726
train,682189
train,1074932
train,1203242
train,518187
test,1352133
train,791022
train,1305430
train,736311
train,773989
train,1095119
train,1208611
train,534402
test,610152
train,363984
train,916299
train,1073656
train,1189134
train,1186919
train,789975
train,67700
train,1220396
train,1260289
train,1213980
train,533584
train,1047763
train,1127549
train,800003
train,1240812
test,522903
train,1070623
train,354535
train,908836
train,392213
train,354306
train,432106
test,1392147
train,902191
train,341474
train,616524
train,1208732
train,1282102
train,691880
train,1077978
train,393381
train,1231134
train,233580
train,1335995
train,978944
test,508795
train,1331565
train,214332
train,1043683
train,128130
train,875480
train,829171
train,1381257
train,72961
train,1377056
train,337394
train,1168960
train,603813
train,1111805
train,435610
train,1269162
train,395488
train,435381
train,907910
train,378455
train,932756
train,1375780
train,252131
train,54652
train,489274
train,802231
train,1037388
train,323286
train,877587
train,1079496
train,1110758
train,1308008
train,1066435
train,1312438
train,1183899
train,747062
train,663075
train,1179698
train,421502
train,980004
train,100143
train,532779
test,736610
train,811801
train,1091281
train,1200114
train,1156020
train,876540
train,1231376
train,674860
train,431301
train,626565
train,941508
train,1267068
test,1340603
train,531732
train,1289699
train,1239189
train,1077402
train,478778
train,1077173
train,747412
train,335421
test,184416
train,534886
train,1206880
train,1395499
train,1384653
train,1141094
train,859628
train,340790
train,979078
train,932769
train,489516
train,1232665
train,1108556
train,747304
train,980475
train,1142033
train,1295418
test,1051795
train,1240249
train,1313619
train,861735
train,63646
train,1050583
train,199769
train,754070
train,1069013
train,745210
test,1222105
train,932072
train,1093630
train,610484
train,408804
train,1036704
train,1200477
train,681639
train,45337
train,189862
train,502819
train,1212491
train,296709
train,655746
train,1365418
train,1321324
train,764808
train,1348156
train,785453
train,701237
train,104828
train,860809
train,1093751
train,1100167
train,1335324
train,1282599
train,1244692
train,1280384
train,39042
train,988072
train,1380815
train,110197
train,702405
train,1141228
train,1214598
train,340924
train,775546
train,1357137
train,647236
train,1363324
train,1277122
train,1184504
train,987025
train,304414
test,1229592
train,969992
train,1251229
train,1329029
train,1009656
train,646418
test,1129729
train,1149980
test,398365
train,702526
train,782312
train,1057362
train,341045
train,651787
train,1363674
train,1168181
train,1369861
train,926608
train,838420
train,915991
test,601213
train,516832
train,794097
train,1106825
train,745573
train,424214
train,655170
train,338012
train,772634
train,932206
train,451275
train,766218
train,1127241
test,1335731
train,925561
train,673371
train,1112194
train,790835
train,1143685
train,1145900
train,1259163
train,1265350
train,179608
train,339180
train,1168531
train,1208424
train,51298
train,1199793
train,410106
train,645263
train,1313056
train,397503
train,756311
train,1291364
train,1014099
train,1127591
train,134238
train,1289149
train,1364734
train,1358318
train,799587
train,917051
train,986220
train,1181484
train,1143577
train,939911
train,1365902
train,1046529
train,645384
train,517303
train,519289
train,1075805
train,1224760
train,1310733
train,1338023
train,1344210
train,338254
train,1165390
train,1282854
train,369287
train,724123
train,1320532
train,1352023
train,1358210
train,793292
train,1272008
train,662767
train,692043
train,532242
train,1046650
train,609813
train,683412
train,672566
train,1243082
train,925924
test,649053
train,764137
train,321113
train,1270143
train,868998
train,1106141
train,341529
train,1135188
test,1299355
train,490484
train,1118155
train,204588
train,1115940
train,240051
train,1266881
train,351328
train,746057
train,1302573
test,1222952
test,1256429
test,901364
train,1327419
train,533531
train,1165632
train,1364868
train,1035107
train,1152571
train,755627
train,931643
train,1208679
train,1324157
train,1042691
train,1317741
train,160386
train,353664
train,632915
train,790272
train,989737
train,664177
train,1058906
train,1111631
train,1311096
train,615653
train,617639
test,618033
train,972475
train,722500
train,205877
train,1396480
train,1037214
train,1156893
train,675962
train,1104168
train,1146047
train,68707
train,1122369
train,1036167
train,792608
train,1141028
train,882193
train,802178
train,1157014
train,875548
test,917821
train,1164827
train,490618
train,962918
train,918824
train,435678
train,987764
train,1338399
train,422846
train,1061134
train,1174397
train,655559
train,491786
train,766836
train,1325338
train,1119457
train,363476
train,642727
train,1072919
train,1211257
train,1257337
train,931777
train,1242519
test,1324456
train,956623
train,1227472
train,790635
train,588955
train,1067671
train,1258734
train,1365472
train,1380399
train,378644
train,296643
train,1042007
train,411892
test,1210146
train,682741
train,1396843
train,82131
train,955576
train,1266318
train,476631
train,432537
train,827266
train,663493
train,1106517
train,1295365
train,978207
train,734648
train,1251271
train,810004
train,883374
train,85285
train,1267486
train,1353459
train,744218
train,341087
train,1218733
train,1212317
train,1159592
train,204146
train,1157377
train,1232733
train,867280
train,1104423
train,1337594
train,64990
train,1135685
train,1129269
train,646123
train,1040852
train,877079
train,1318117
train,118883
train,393933
train,866233
train,1181176
train,1052866
test,1376376
train,932958
train,97191
train,789830
train,1304238
train,1308439
train,869387
train,113406
train,585935
train,701413
train,339932
train,535196
train,1263810
train,692553
train,1040973
train,1068034
train,910448
train,1328037
train,1126357
train,323838
train,78064
train,1190867
train,586056
test,1344417
train,1054155
train,1371084
train,692674
train,764058
train,845830
train,1123095
test,1326926
train,1391729
test,1118830
train,790890
train,1110034
train,1258989
train,1086356
train,882690
train,1206035
train,1199619
train,1155525
train,1394883
train,756366
train,115863
train,747735
train,978462
train,1291419
train,1165095
train,1198801
train,746917
train,824488
train,148293
train,503129
train,822273
train,1059645
train,423114
train,1099538
train,809212
train,128816
train,1279526
train,1350910
train,630392
train,432913
train,1171861
train,1285124
train,335865
train,1163230
train,327463
train,1205109
train,1118907
train,396403
train,1307755
train,1349634
train,744823
train,507451
train,1332601
train,1091028
train,773870
train,809562
train,1128706
train,448310
train,1332372
train,924811
train,1164169
train,321986
train,756608
train,663990
train,783669
train,701668
train,180844
train,735145
train,972517
train,1285245
train,325369
train,1198814
train,675775
train,1114598
train,1148304
test,755726
train,503142
train,1290614
train,19996
train,1166505
train,1170706
train,1326077
train,364215
train,1036209
test,1244241
train,790206
train,825898
train,867777
train,1186921
train,424524
train,143058
train,735037
train,724420
train,327476
train,1123350
train,365154
train,81702
train,476431
train,1356292
train,831038
train,736434
train,1095471
train,736205
train,368537
train,324443
train,397584
train,672634
train,823804
test,1229315
test,653551
train,247811
train,1199056
train,604633
train,1238949
train,354658
train,434444
train,113085
train,826958
train,1148317
train,1097807
train,900328
train,1385460
train,379504
train,341597
train,736326
train,1057685
test,102404
train,650124
train,532431
test,1045018
train,1063283
train,1222855
train,1220640
test,1305021
train,773186
train,934744
train,766770
train,926113
train,1079498
train,1121377
train,516337
test,791781
train,1345688
train,461626
train,1055591
train,692353
train,1095484
train,1362132
train,477841
train,80668
train,351517
train,1302762
train,1220761
train,941281
train,378578
train,1216331
train,1329594
test,893151
train,1358870
train,369718
train,394793
train,1224144
train,694689
train,339624
train,927631
train,209328
train,916785
train,1158129
train,1198022
train,710675
train,1185190
train,1170143
train,1283406
train,407746
train,1321084
train,684782
train,1077525
train,1035417
train,1071109
train,1272789
train,436793
train,829536
train,673936
train,430377
train,381853
train,1253312
train,1011739
train,971617
train,1189512
train,425129
train,620393
train,1336481
train,1382561
train,1323420
train,1325406
train,489639
train,325866
train,645010
train,363544
train,1281312
train,754072
train,1106693
train,934060
test,644128
train,1110076
train,435867
train,675225
train,1327971
train,1369850
train,1374051
train,450096
train,1203862
train,521022
train,875858
train,995537
train,474713
train,1232909
train,972088
train,1328910
train,409156
train,411142
train,1167123
train,406712
train,601976
train,877026
train,1036598
train,635453
train,874811
train,1189754
train,349786
train,988074
train,1061673
train,1221245
train,141690
train,502713
train,939550
train,1369971
train,1126183
train,1397032
train,1115566
train,1312816
train,594513
train,665897
train,1301970
train,1135982
train,818824
train,1051995
train,1253446
train,1202936
train,1045350
train,448941
train,1196520
test,1280672
train,917040
train,354108
train,391786
train,1101458
train,899778
train,735776
train,651789
train,199905
train,1350615
train,430861
train,33917
train,1148935
train,825361
